作品ID,作品名称,发布时间,链接,点赞,评论,分享
7670126841629723577,变盘的型号即将开启，如果你跟我一样严控仓位，就不会有危险#金价走势 #明天黄金会跌吗 #七王爷,2026-08-04 18:49:30 CST,https://www.iesdouyin.com/share/video/7670126841629723577/?region=US&mid=7670126978720402182&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=9QZkBRENxmut_ZGZkQS_sUmP0_g6aqy9wQFn8jBA34Y-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,16552,2148,694
7670013778490753521,不要刻舟求剑，不要贪心，见好就收#七王爷,2026-08-04 11:30:45 CST,https://www.iesdouyin.com/share/video/7670013778490753521/?region=US&mid=7670013752095312640&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=f_ofjOHIyIeMHJ9wg37..U9gt5bUAwsK3LLYM8OBgdM-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5665,1003,124
7669801305040658555,总共仓位不要超过五层#美股夜盘 #七王爷,2026-08-03 21:46:15 CST,https://www.iesdouyin.com/share/video/7669801305040658555/?region=US&mid=7669801267002788642&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Z5EU8oy0i66dSZaCb1wjJCHXgW4jgp0nE4ryDiKbAvU-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6647,993,162
7669686587617703141,严控仓位#七王爷,2026-08-03 14:21:05 CST,https://www.iesdouyin.com/share/video/7669686587617703141/?region=US&mid=7669686600196131630&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=2RH3oBekBjrPfuNPFOC0WAVpgMvwdcvnNbdMsLt2ytI-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,8053,1323,262
7669409396057393914,下整周三小非农，周五大非农值得关注#大非农 #七王爷,2026-08-02 20:25:27 CST,https://www.iesdouyin.com/share/video/7669409396057393914/?region=US&mid=7669409380458171188&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=C29hTbz8C2VJLv5waXdXPx4LPAH7nNFwY9ALzmaqLLc-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,15386,1628,758
7669371664760609457,今年新进场的可以看完#七王爷,2026-08-02 17:59:01 CST,https://www.iesdouyin.com/share/video/7669371664760609457/?region=US&mid=7669371678954130228&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=vJL9beG7d2uw2xi4zZvPq1fR5SlSEG47aI0.nCVCBXo-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,11833,1326,343
7668988859014871035,七王爷公布中奖名单。88不多，但是我争取努力做交易，以后自己再多赚钱，分更多88给大家！希望大伙从今天开始都发发发，指的就是你，给我发！我承诺粉丝的事，说到做到，来接好运#八月接好……版本过低，升级后可展示全部信息,2026-08-01 17:13:32 CST,https://www.iesdouyin.com/share/video/7668988859014871035/?region=US&mid=7668472921584716553&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=4G2m9TBuouTH9iH12objxuAPlAKXaFTlTiasI01Hs4E-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4273,1173,25
7668680639600989681,（该作品没有文字描述）,2026-07-31 21:17:29 CST,https://www.iesdouyin.com/share/video/7668680639600989681/?region=US&mid=7668680618465364746&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=NlYvVCo6r.RctsTBR2YQVXlwHbRyVxLs0Y5yroQEYLE-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6096,1287,27
7668674308101449337,期待八月！#七王爷,2026-07-31 20:52:56 CST,https://www.iesdouyin.com/share/video/7668674308101449337/?region=US&mid=7668674276186327848&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=7p_zPYH7ZKdL3B6SOy.nGU3o8_mcT9uKs6samQY2l5E-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,10225,1254,235
7668596739818068593,你对我好，我心里都知道！爱是实际心动#七王爷,2026-07-31 15:51:55 CST,https://www.iesdouyin.com/share/video/7668596739818068593/?region=US&mid=7668596719080196890&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ORqCAR49ADV7FmQrmJbU3EO4.Q7wI46YtjkY6.kPtbs-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,14422,8445,471
7668582010583542778,关于我的个人实物定投#买金就是存钱 #七王爷,2026-07-31 14:54:46 CST,https://www.iesdouyin.com/share/video/7668582010583542778/?region=US&mid=7668582059304356627&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=oKfXCNuk_SuDAP62cLA.wIlbCl40jKGA1bmtFlZPZlk-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6571,1125,188
7668271806814423409,我不相信我的视频点赞到不了一W！不到一万都不发了😂#七王爷,2026-07-30 18:51:01 CST,https://www.iesdouyin.com/share/video/7668271806814423409/?region=US&mid=7666297816741907206&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=UjNQ9aofsNkEJ3PZ8umLu0R9Bbg3SEw3sPFSKH5B4iQ-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,13421,2125,118
7668243557606537657,大家来分析下我，为啥准的可怕？#七王爷,2026-07-30 17:01:24 CST,https://www.iesdouyin.com/share/video/7668243557606537657/?region=US&mid=7668243523275066112&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=zpKeMy_vvX66d3kjLP4sVHF3QWEoC9sxR7kL2OVA1CQ-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,11419,1154,269
7668193206018591674,小满即可，水满则溢#PCE数据 #七王爷,2026-07-30 13:46:01 CST,https://www.iesdouyin.com/share/video/7668193206018591674/?region=US&mid=7668193189756570403&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=XsZJzlEhe4YcaZEzNMUUflKbonCVvs7WIzrdm2e2320-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,9203,1083,255
7668027873382966649,要么学到，要么赚到#美联储利率决议 #七王爷,2026-07-30 03:04:25 CST,https://www.iesdouyin.com/share/video/7668027873382966649/?region=US&mid=7668027356796750592&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=1SBdiUxMxG0X0vygvcgxIolzAp78tu4ux7pziSXgClk-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,8760,1846,226
7668015592847660261,回复 @过去式的评论 赚钱不用谢我，谢谢大家自己，你们活该赚钱，我现在心里其实还蛮关心被挂的伙伴，再坚持坚持！还有不要再吵着要进群了，大家窗户外面的人可以问下，窗户里面的是不是我视……版本过低，升级后可展示全部信息,2026-07-30 02:16:47 CST,https://www.iesdouyin.com/share/video/7668015592847660261/?region=US&mid=7661148210689329974&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=XjAP8L4no2mRDWBM4Sz9zfz.qXYzSyRO4BvLah0w8RE-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4139,813,68
7668012083892146426,说个故事吧，看我视频的872-880加了的，现在在笑吗？#七王爷,2026-07-30 02:03:11 CST,https://www.iesdouyin.com/share/video/7668012083892146426/?region=US&mid=7315305271474080549&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=sqKJAbI0T1bFsTU47GK0QuPERXuCi54oJ0.et6pzT5E-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3002,470,25
7667936551847377786,凌晨我会熬夜陪着大家，大概大家知道一手消息#美联储决议 #七王爷,2026-07-29 21:10:03 CST,https://www.iesdouyin.com/share/video/7667936551847377786/?region=US&mid=7667936592094333750&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=G1wSQwr6kqifJ2xpQsbah6o2c.KUPAolo1YpgkghBvI-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,11122,1441,325
7667551244580702193,寻找互联网合伙人，要非常懂AIGI仿真人AI剧的伙伴！#美股夜盘 #七王爷,2026-07-28 20:14:52 CST,https://www.iesdouyin.com/share/video/7667551244580702193/?region=US&mid=7667551208160135970&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=M.yVxJatAta0h8nn9km51ocHeU4t40BETmg4AHVcNAY-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,7829,1084,276
7667451418454168826,低空飞行，严控仓位#黄金会不会继续下跌 #七王爷,2026-07-28 13:47:29 CST,https://www.iesdouyin.com/share/video/7667451418454168826/?region=US&mid=7667451464272333611&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=.0pxT_tqDPzbipXkv2ShOrXV8KL.Za4m4YZ97CceQRo-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,8488,940,263
7667392236715554298,不用太夸我#七王爷,2026-07-28 09:57:50 CST,https://www.iesdouyin.com/share/video/7667392236715554298/?region=US&mid=7667392150094957350&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=A5hMDmdAfxh_ScF5TaRH3kcCZRmcp_0VBA.pD3pvsKc-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5867,681,165
7667214082743071737,进仓见上条视频#黄金解析 #七王爷,2026-07-27 22:26:31 CST,https://www.iesdouyin.com/share/video/7667214082743071737/?region=US&mid=7667214121162656553&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=y2iYKdpoXUdnfKUJub5Ve08qAf6rN3VrglVufI6WEWQ-&share_version=0&ts=1787996661&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6570,646,328
7667091328392172657,许愿点赞破W，这周重点戏份在周三周四#七王爷,2026-07-27 14:30:10 CST,https://www.iesdouyin.com/share/video/7667091328392172657/?region=US&mid=7667091305054997284&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=DIHpmdnDH6yen1YqCxYuAnPfUHNFFxfq3Y_hGqlhpN8-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4580,414,121
7666862958534522617,涨到1200，高低一人给我们家女宝一人配一个模子，把自己想要的款发出来#七王爷,2026-07-26 23:43:58 CST,https://www.iesdouyin.com/share/video/7666862958534522617/?region=US&mid=6821166430877649678&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=xJ0FnmrNKSrjsdwvaLRXyQR2SWXMqQgd2mV.a2pfvU8-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3397,488,117
7666826371755610021,许愿点赞破W！晚安咯。明儿见#七王爷,2026-07-26 21:22:00 CST,https://www.iesdouyin.com/share/video/7666826371755610021/?region=US&mid=7666826356352764724&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=1k_XS4gUxJmqskEcPL1a7t3N4o2429Oq78.VcWHwKm0-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4767,479,181
7666812768533099941,下周重点看周三周四，拉高都是诱骗的举动，不追！ 许愿点赞破万#黄金行情分享 #七王爷,2026-07-26 20:29:12 CST,https://www.iesdouyin.com/share/video/7666812768533099941/?region=US&mid=7666812753621142307&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=54LYEi3sIb.oKTVzMUmQ8NPChZYD8aITRmMc7pHO2N0-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6427,549,440
7666040338671427258,许愿点赞破万#七王爷,2026-07-24 18:31:47 CST,https://www.iesdouyin.com/share/video/7666040338671427258/?region=US&mid=7666040332610112297&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=uyA1tAxXnmAp4_ScRq_66rjzeH98K.7T7oI_u8DA1w8-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5321,474,81
7665722150628731505,许愿看视频的兄弟姐妹要么学到，要么赚到！#七王爷 @七王爷 潜龙勿用,2026-07-23 21:57:03 CST,https://www.iesdouyin.com/share/video/7665722150628731505/?region=US&mid=7665722142801136419&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=G0I.BVWDYIP8CHkuBPQv_bqy2r3MwypI39gRuYDE8ZE-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,7516,772,318
7665712970895241893,我个人#七王爷,2026-07-23 21:21:25 CST,https://www.iesdouyin.com/share/video/7665712970895241893/?region=US&mid=7665712937952168745&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=9eLwL5UNJbhMSvUtkjWCa6ACSktQD0B80QkfJFIxziw-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4968,499,259
7665701331264926449,利空#黄金价格走势分析,2026-07-23 20:36:15 CST,https://www.iesdouyin.com/share/video/7665701331264926449/?region=US&mid=7578170990266485547&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=MHNj1yLZCPbG7J0NJ2AQdg7VHkZKyd2s4lc2E0WJ4eA-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1890,523,31
7665649047063983793,许愿点赞破W#就请失业率 #七王爷,2026-07-23 17:13:22 CST,https://www.iesdouyin.com/share/video/7665649047063983793/?region=US&mid=7665649054218521407&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=UBcAwKPyExgxjLBy3or6Y76kbeMvOBwUFONZHZ3eFcA-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4992,740,292
7665275929987732401,什么硬通货能像股票一样转手回血？#转转奢侈品回收#回收奢侈品#上门收表#卡地亚,2026-07-22 18:20:50 CST,https://www.iesdouyin.com/share/video/7665275929987732401/?region=US&mid=7665275893952482083&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=S6UQGnZtpGulyS5SpPlgWL5fpcUvgVjHE_jX79_G.WY-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3794,566,41
7665242550496788145,进出技巧#交易中的悟道 #七王爷,2026-07-22 14:55:57 CST,https://www.iesdouyin.com/share/video/7665242550496788145/?region=US&mid=7665242548403063593&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=BU.r2soh75h14MpFAdulBfg5.cJL7hI.mbiP8lQ5alk-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4347,646,197
7665000913451084261,拉涨不追，回落才是机会！许愿点赞破W#黄金会不会继续下跌 #七王爷,2026-07-21 23:18:16 CST,https://www.iesdouyin.com/share/video/7665000913451084261/?region=US&mid=7665000911684537134&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=xL8ksAVGtDdPjxRdlGgHNzZY38j7urqyLUegjMCGi84-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,9581,1700,507
7664614262279472485,一口气17分钟讲清楚黄金、战士、原油、美债系统逻辑！许愿点赞破W#七王爷,2026-07-20 22:17:53 CST,https://www.iesdouyin.com/share/video/7664614262279472485/?region=US&mid=7664614449911532294&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZFA9rGnQCOwxrkYIoRIxoYudKXRJ8JocZ2s5oRIOYtI-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,8904,2010,517
7664583326947208613,许愿点赞破W#七王爷 @七王爷 潜龙勿用,2026-07-20 20:17:49 CST,https://www.iesdouyin.com/share/video/7664583326947208613/?region=US&mid=7664583251247287080&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=7uli3loHtjqGFpCxCiky5.awRO2Qp0ySPfbiFv2JcIM-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5102,796,196
7664573343140001915,上一周波点出货，一点误差都没有，最高4040（人民币880）#黄金近期走势,2026-07-20 19:39:05 CST,https://www.iesdouyin.com/share/video/7664573343140001915/?region=US&mid=7578170990266485547&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=56TsjZg3SPyMdZdGFtGnAI3gHkDrrh1xCeG_q7pVOcs-&share_version=0&ts=1787996664&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1659,354,34
